data_trimestre;trimestre;canal_acesso;tipo_transacao;detalhe_caixa_eletronico;qtd_transacoes;valor_transacoes
2021-12-31;4;Agências;Boletos e Convênios;Não aplicável;60559044;143770388573.47
2021-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;11622967;6286643209.07
2021-12-31;4;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);17334;43700.00
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3328077045;0.00
2022-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);3840224;3871355973.00
2022-03-31;1;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);179919;32840389.00
2022-03-31;1;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;1120976;17315682600.19
2022-03-31;1;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;137038;2126622784.99
2022-03-31;1;Agências;Ordem de Transferência de Crédito;Não aplicável;56786575;3293316303599.37
2022-03-31;1;Agências;Saque;Não aplicável;41893213;247756118199.39
2022-03-31;1;Posto de Atendimento Cooperativo;Saque;Não aplicável;30541710;14561818497.78
2022-03-31;1;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;91240309;0.00
2022-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);296359078;103568746178.42
2022-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);141871;184836485.72
2022-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);2852;18126.00
2022-03-31;1;Site do Banco (Internet Banking);Pix;Não aplicável;103058682;594942633263.88
2022-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;16437008;9017557506.12
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;246730600;53562877568.64
2022-03-31;1;Agências;Empréstimos e Financiamentos;Não aplicável;169267484;423032155652.75
2022-03-31;1;Agências;Depósito;Não aplicável;47348236;2820330758484.24
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;14887341444;0.00
2022-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;10663491;4682535379.71
2022-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;4367629;6458726174.10
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Saques via Pix;Não aplicável;128878;18596643.67
2022-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;44309907;30040681357.71
2022-03-31;1;Correspondentes no País;Outras não Financeiras;Não aplicável;2170699;0.00
2022-03-31;1;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;249389;36702245230.70
2022-03-31;1;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;338829;1167054002.80
2022-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);561769;479235755.61
2022-03-31;1;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;5356521;82888299955.99
2022-03-31;1;Correspondentes no País;Pix;Não aplicável;8847;4544260.65
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;487486494;899977398270.13
2022-03-31;1;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;206792863;6029399509739.05
2022-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;35848678;46685487708.05
2022-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);1334582;8223453255.42
2022-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1176919;5209283934.84
2022-03-31;1;Agências;Outras Financeiras;Não aplicável;182193246;4047581967180.78
2022-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;95501396;50007345484.39
2022-03-31;1;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;2003369674;0.00
2022-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);42162;0.00
2022-03-31;1;Site do Banco (Internet Banking);Saques via Pix;Não aplicável;6;25.00
2022-03-31;1;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1342304052;0.00
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1080808092;616575472513.05
2022-03-31;1;Correspondentes no País;Outras Financeiras;Não aplicável;81842;297505099.95
2022-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;562205;979555705.93
2022-03-31;1;Posto de Atendimento Cooperativo;Depósito;Não aplicável;11176308;13808960260.25
2022-03-31;1;Correspondentes no País;Saque;Não aplicável;129271042;75421431189.95
2022-03-31;1;Agências;Consulta Saldo/Extrato;Não aplicável;132213167;82.00
2022-03-31;1;Agências;Outras não Financeiras;Não aplicável;58728551;0.00
2022-03-31;1;Agências;Boletos e Convênios;Não aplicável;48773789;125963499890.27
2022-03-31;1;Centrais de Atendimento;Outras Financeiras;Não aplicável;545392;144813690559.79
2022-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;931531;29460547495.36
2022-03-31;1;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;12316265;49881480285.89
2022-03-31;1;Correspondentes no País;Boletos e Convênios;Não aplicável;513227496;139666144341.07
2022-03-31;1;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;63864038;65185967078.80
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;3469173257;1122273127058.02
2022-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);101069065;0.00
2022-03-31;1;Agências;Pix;Não aplicável;2238396;2779343574.65
2022-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;193109491;0.00
2022-03-31;1;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;60874421;0.00
2022-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;115617263;0.00
2022-03-31;1;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;53910490;134524026771.13
2022-03-31;1;Correspondentes no País;Depósito;Não aplicável;99734695;57012012024.31
2022-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;14243182;33966789512.65
2022-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;147713487;148074864638.50
2022-03-31;1;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;374781882;1302704164173.23
2022-03-31;1;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;535822204;1678817254867.14
2022-03-31;1;Centrais de Atendimento;Outras não Financeiras;Não aplicável;42422412;0.00
2022-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;259172261;156169785927.07
2022-03-31;1;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;429764991;223667950090.68
2022-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;228273692;0.00
2022-03-31;1;Centrais de Atendimento;Boletos e Convênios;Não aplicável;311631;669755191.43
2022-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;7856097;0.00
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;16892286337;0.00
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;518001914;948393726814.41
2022-06-30;2;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;535843161;1748893643658.67
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Saques via Pix;Não aplicável;268642;38383827.49
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;505086035;239046433353.02
2022-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;14832876;8128571563.60
2022-06-30;2;Agências;Boletos e Convênios;Não aplicável;48278130;121434954309.18
2022-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;35500368;45681668501.49
2022-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;7916276;0.00
2022-06-30;2;Agências;Pix;Não aplicável;10490417;8693679868.45
2022-06-30;2;Agências;Saque;Não aplicável;44340225;271799806797.08
2022-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;4264941;6514396624.36
2022-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;183987770;0.00
2022-06-30;2;Correspondentes no País;Outras Financeiras;Não aplicável;79724;286875399.36
2022-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);303608865;108683694098.95
2022-06-30;2;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;961150;13851938258.84
2022-06-30;2;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;1900454269;0.00
2022-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;152594677;150105511299.26
2022-06-30;2;Correspondentes no País;Depósito;Não aplicável;103744204;63227207415.31
2022-06-30;2;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;52174480;142286701632.25
2022-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);3986140;3958905478.00
2022-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;269416704;170035434965.43
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;253803563;61588354600.64
2022-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;119782551;0.00
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1135745436;692981871326.22
2022-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;40569671;26980061969.67
2022-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);170626;215363397.37
2022-06-30;2;Agências;Empréstimos e Financiamentos;Não aplicável;171079882;514578851187.22
2022-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;99171175;54439606210.87
2022-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;669773;1556776056.88
2022-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);2517;42569.00
2022-06-30;2;Site do Banco (Internet Banking);Saques via Pix;Não aplicável;3;18.00
2022-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);1165171;10839006325.28
2022-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;10908824;5223485132.39
2022-06-30;2;Centrais de Atendimento;Boletos e Convênios;Não aplicável;373053;826649701.84
2022-06-30;2;Agências;Depósito;Não aplicável;40874618;2771732713944.22
2022-06-30;2;Agências;Outras não Financeiras;Não aplicável;61423157;0.00
2022-06-30;2;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;345748;1260544846.63
2022-06-30;2;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);308399;64440297.00
2022-06-30;2;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;129358;2090930578.36
2022-06-30;2;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;5277301;97595443892.66
2022-06-30;2;Centrais de Atendimento;Outras Financeiras;Não aplicável;407991;126458144618.02
2022-06-30;2;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;217319756;6649885113526.19
2022-06-30;2;Centrais de Atendimento;Outras não Financeiras;Não aplicável;44267049;0.00
2022-06-30;2;Site do Banco (Internet Banking);Pix;Não aplicável;125676270;764967177981.57
2022-06-30;2;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;374815883;1377146549344.54
2022-06-30;2;Agências;Consulta Saldo/Extrato;Não aplicável;117465114;66.00
2022-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);552905;505281887.98
2022-06-30;2;Agências;Outras Financeiras;Não aplicável;193343929;4102196824638.25
2022-06-30;2;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;13509780;64923672223.17
2022-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1345231;11967478856.40
2022-06-30;2;Correspondentes no País;Saque;Não aplicável;132797647;81745829011.84
2022-06-30;2;Correspondentes no País;Pix;Não aplicável;16634;5705744.18
2022-06-30;2;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;47366796;0.00
2022-06-30;2;Correspondentes no País;Boletos e Convênios;Não aplicável;507449499;140301006740.20
2022-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;922202;28888311958.26
2022-06-30;2;Posto de Atendimento Cooperativo;Saque;Não aplicável;35378440;16439141356.54
2022-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;244971748;0.00
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3560452852;0.00
2022-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);42160;0.00
2022-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);103516371;0.00
2022-06-30;2;Agências;Ordem de Transferência de Crédito;Não aplicável;54720258;3646491786451.30
2022-06-30;2;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;62562544;0.00
2022-06-30;2;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;246703;33267227608.12
2022-06-30;2;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1337566893;0.00
2022-06-30;2;Posto de Atendimento Cooperativo;Depósito;Não aplicável;14223521;16360642478.41
2022-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;14887272;34314302879.27
2022-06-30;2;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;67009874;75197724329.54
2022-06-30;2;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;4641583525;1458612519325.45
2022-06-30;2;Correspondentes no País;Outras não Financeiras;Não aplicável;2056953;0.00
2022-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;1065718;1280069582.15
2022-09-30;3;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;5151259;96083318469.71
2022-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;182397602;0.00
2022-09-30;3;Agências;Outras não Financeiras;Não aplicável;61264923;0.00
2022-09-30;3;Centrais de Atendimento;Pix;Não aplicável;30;2154723.58
2022-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);291513415;100985601587.56
2022-09-30;3;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;396506;1390795898.81
2022-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;247697668;152073423368.54
2022-09-30;3;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);491490;105453207.00
2022-09-30;3;Correspondentes no País;Outras Financeiras;Não aplicável;98694;409378179.34
2022-09-30;3;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;41455749;0.00
2022-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;105018288;0.00
2022-09-30;3;Site do Banco (Internet Banking);Saques via Pix;Não aplicável;11;1555.00
2022-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);500857;459700084.55
2022-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;960463;30192054696.92
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;568674250;257703775406.29
2022-09-30;3;Posto de Atendimento Cooperativo;Depósito;Não aplicável;15499538;17268855791.80
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;366396263;938990860139.37
2022-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;35420222;23281972833.66
2022-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;10192934;0.00
2022-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;4203579;6971265931.87
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;243933525;66341289778.93
2022-09-30;3;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;15219157;69116650588.16
2022-09-30;3;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;44912098;47102530141.72
2022-09-30;3;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;119060;2014033199.52
2022-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1329630;22351380459.69
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Saques via Pix;Não aplicável;618271;88608802.24
2022-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;38822571;47414107552.30
2022-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);138876;205034750.86
2022-09-30;3;Correspondentes no País;Boletos e Convênios;Não aplicável;296500764;108924423433.53
2022-09-30;3;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1373495734;0.00
2022-09-30;3;Agências;Consulta Saldo/Extrato;Não aplicável;119832867;0.00
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;5740028925;1799864625779.66
2022-09-30;3;Centrais de Atendimento;Outras Financeiras;Não aplicável;390810;141617643718.60
2022-09-30;3;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;47414934;137601154081.88
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1084378609;662118394087.18
2022-09-30;3;Agências;Saque;Não aplicável;44413557;272393541072.20
2022-09-30;3;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;377473616;1366811689793.27
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3469610047;0.00
2022-09-30;3;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;1876462011;0.00
2022-09-30;3;Agências;Depósito;Não aplicável;39472481;2788672161191.49
2022-09-30;3;Agências;Pix;Não aplicável;8203636;12100883814.52
2022-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);40126;0.00
2022-09-30;3;Correspondentes no País;Saque;Não aplicável;128583239;78337247120.61
2022-09-30;3;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;220434795;7030102551776.13
2022-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;234502055;0.00
2022-09-30;3;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;931113;9888350688.77
2022-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);98532926;0.00
2022-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);2402;10457.00
2022-09-30;3;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;171843;16055001585.69
2022-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;97349122;52887213567.76
2022-09-30;3;Agências;Ordem de Transferência de Crédito;Não aplicável;57897862;3527453341520.32
2022-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;10234070;4270459765.44
2022-09-30;3;Centrais de Atendimento;Outras não Financeiras;Não aplicável;34583854;0.00
2022-09-30;3;Centrais de Atendimento;Boletos e Convênios;Não aplicável;188899;395547213.00
2022-09-30;3;Agências;Outras Financeiras;Não aplicável;202469864;4234796719388.98
2022-09-30;3;Agências;Boletos e Convênios;Não aplicável;53530847;120429968723.28
2022-09-30;3;Agências;Empréstimos e Financiamentos;Não aplicável;178462407;585363942065.18
2022-09-30;3;Correspondentes no País;Depósito;Não aplicável;104484757;62665805844.55
2022-09-30;3;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;16879319946;0.00
2022-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);1021277;40768820544.14
2022-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;13011242;29996176220.99
2022-09-30;3;Correspondentes no País;Pix;Não aplicável;23878;7898723.55
2022-09-30;3;Correspondentes no País;Outras não Financeiras;Não aplicável;1891042;0.00
2022-09-30;3;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;16292876;0.00
2022-09-30;3;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;523938160;1963072515206.20
2022-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);3975281;3813694667.00
2022-09-30;3;Site do Banco (Internet Banking);Pix;Não aplicável;156965508;901428255892.04
2022-09-30;3;Posto de Atendimento Cooperativo;Saque;Não aplicável;39650236;17526651256.84
2022-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;14517494;8164188392.55
2022-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;144305697;145500379537.47
2022-12-31;4;Correspondentes no País;Outras não Financeiras;Não aplicável;1855395;0.00
2022-12-31;4;Agências;Outras Financeiras;Não aplicável;204166703;4089830121265.18
2022-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;226174114;0.00
2022-12-31;4;Agências;Saques via Pix;Não aplicável;67;799.94
2022-12-31;4;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);294036429;104052695493.07
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Saques via Pix;Não aplicável;927505;153370537.92
2022-12-31;4;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;232626991;7137135129413.90
2022-12-31;4;Agências;Pix;Não aplicável;12182534;13362654167.17
2022-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;999364;1186613652.14
2022-12-31;4;Agências;Consulta Saldo/Extrato;Não aplicável;118021943;0.00
2022-12-31;4;Agências;Outras não Financeiras;Não aplicável;55300625;0.00
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;19739648563;0.00
2022-12-31;4;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;45419443;47979600301.07
2022-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);121265;233675257.52
2022-12-31;4;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;155021;17107261621.58
2022-12-31;4;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;43970806;132927727490.29
2022-12-31;4;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;16418436;0.00
2022-12-31;4;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;139464440;139504681098.45
2022-12-31;4;Agências;Depósito;Não aplicável;36403052;2642295720644.80
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;616107117;233270059033.94
2022-12-31;4;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;3395876;56642785877.09
2022-12-31;4;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;378583;1365792723.75
2022-12-31;4;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);36341;0.00
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1083545184;695964846183.28
2022-12-31;4;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);645699;142349283.00
2022-12-31;4;Site do Banco (Internet Banking);Pix;Não aplicável;164664458;904334549896.46
2022-12-31;4;Centrais de Atendimento;Boletos e Convênios;Não aplicável;144404;311765824.27
2022-12-31;4;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;100268474;0.00
2022-12-31;4;Correspondentes no País;Depósito;Não aplicável;102234292;63948044163.75
2022-12-31;4;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1227681;10223687284.31
2022-12-31;4;Posto de Atendimento Cooperativo;Saque;Não aplicável;44640905;17481261706.07
2022-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;184465958;0.00
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3508446453;0.00
2022-12-31;4;Agências;Boletos e Convênios;Não aplicável;57821676;135750287292.57
2022-12-31;4;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;1959959836;0.00
2022-12-31;4;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;1392877663;0.00
2022-12-31;4;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;13580813;7861658832.43
2022-12-31;4;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;941429;29257550321.68
2022-12-31;4;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);485650;483236473.79
2022-12-31;4;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;576486311;1860770156468.55
2022-12-31;4;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;253920976;158827526707.18
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;354613765;1010336741477.68
2022-12-31;4;Correspondentes no País;Boletos e Convênios;Não aplicável;279487489;104962064413.69
2022-12-31;4;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;8200824;0.00
2022-12-31;4;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);913025;152778039847.84
2022-12-31;4;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;373517380;1404485966488.66
2022-12-31;4;Agências;Ordem de Transferência de Crédito;Não aplicável;57215495;3286620230271.12
2022-12-31;4;Site do Banco (Internet Banking);Saques via Pix;Não aplicável;14;1601.06
2022-12-31;4;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;902100;13937421926.97
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;6819407677;2038697964597.90
