data_trimestre;trimestre;bandeira;funcao;categoria;modalidade;qtd_cartoes_emitidos;qtd_cartoes_ativos;qtd_transacoes_nacionais;valor_transacoes_nacionais;qtd_transacoes_internacionais;valor_transacoes_internacionais
2023-03-31;1;MasterCard;Crédito;Básico Internacional;Híbrido;3036002;1056262;10080603;1002129891.51;19383;3222012.08
2023-03-31;1;MasterCard;Crédito;Outros;Co-branded;1071432;192;3461;654106.31;263;105067.52
2023-03-31;1;Elo;Débito;Básico Internacional;Puro;33555339;11109331;306697350;17441848077.05;0;0.00
2023-03-31;1;VISA;Débito;Intermediário;Puro;8962298;5204935;116945000;7398657581.87;1567;241902.52
2023-03-31;1;Bandeira própria;Crédito;Outros;Híbrido;664101;314719;2969240;506193726.60;0;0.00
2023-03-31;1;Elo;Crédito;Intermediário;Puro;7641123;2399175;39824248;4654701656.31;14456;3051831.67
2023-03-31;1;MasterCard;Débito;Intermediário;Puro;65531485;38665485;802929986;44607219774.74;35203;7880740.96
2023-03-31;1;American Express;Crédito;Intermediário;Co-branded;14480;12852;263429;36081233.33;2112;621631.86
2023-03-31;1;Elo;Pré-Pago;Básico Internacional;Puro;15208977;3977217;22892472;938116790.62;2571;372504.20
2023-03-31;1;MasterCard;Débito;Empresarial;Co-branded;392376;268654;1379411;97627106.76;23;23152.69
2023-03-31;1;MasterCard;Pré-Pago;Platinum;Puro;6147142;3115249;87490891;4150543309.16;0;0.00
2023-03-31;1;MasterCard;Crédito;Premium;Puro;4354371;3589789;246402517;48185961392.26;5115420;2948394848.57
2023-03-31;1;VISA;Crédito;Empresarial;Co-branded;725;585;8292;7097754.87;40;17578.61
2023-03-31;1;Elo;Crédito;Básico Nacional;Puro;3117085;1984941;65747581;7587248740.53;45502;21357926.78
2023-03-31;1;MasterCard;Pré-Pago;Corporativo;Puro;3839272;2016665;29565846;1493510145.96;114827;8006008.45
2023-06-30;2;Elo;Crédito;Outros;Puro;301696;257246;13960501;2759693489.24;44332;26545867.62
2023-06-30;2;MasterCard;Débito;Básico Internacional;Puro;31624574;10529127;435248816;28885931069.99;52426;13981688.39
2023-06-30;2;VISA;Pré-Pago;Outros;Puro;20036717;4427963;79117162;3862869107.55;67577;9743208.43
2023-06-30;2;Bandeira própria;Débito;Outros;Puro;24722;10603;13819;2407071.76;0;0.00
2023-06-30;2;MasterCard;Débito;Premium;Co-branded;95752;70614;375656;27620914.59;127;78086.36
2023-06-30;2;Elo;Pré-Pago;Básico Nacional;Puro;4513867;6112;31033;1100843.27;15;334.44
2023-06-30;2;MasterCard;Crédito;Outros;Puro;1033176;501892;12789461;817492922.98;3681;761820.05
2023-06-30;2;MasterCard;Crédito;Empresarial;Puro;5741554;2726933;43259973;12934116117.63;680292;437935709.69
2023-06-30;2;VISA;Crédito;Básico Internacional;Híbrido;9040744;3987112;56854156;7266532334.68;126435;25297627.86
2023-06-30;2;VISA;Crédito;Platinum;Puro;8812227;6287206;271600839;40211830950.12;2184840;803951894.39
2023-06-30;2;MasterCard;Débito;Platinum;Co-branded;201493;147897;641629;39755445.02;20;3959.05
2023-06-30;2;VISA;Débito;Básico Nacional;Puro;84468354;26068815;570438795;36004680781.96;3997;403738.12
2023-06-30;2;MasterCard;Débito;Intermediário;Co-branded;16449576;16126711;140153389;4024144995.00;24;2735.95
2023-06-30;2;MasterCard;Débito;Básico Nacional;Co-branded;116;56;57;1105.19;0;0.00
2023-06-30;2;MasterCard;Crédito;Básico Nacional;Co-branded;12062656;318493;4456370;591495899.86;417;205871.42
2023-06-30;2;MasterCard;Crédito;Premium;Co-branded;310871;237811;8372490;2379441375.39;232655;141338891.58
2023-06-30;2;MasterCard;Crédito;Platinum;Co-branded;965999;711190;20680781;3527810323.80;228429;84704638.75
2023-06-30;2;VISA;Crédito;Platinum;Co-branded;678392;634461;24547006;3654259108.76;245558;87862431.81
2023-06-30;2;Elo;Pré-Pago;Premium;Puro;4453;0;1045;67780.13;0;0.00
2023-06-30;2;MasterCard;Pré-Pago;Intermediário;Puro;49333996;27797721;1096163399;38787286313.64;1;0.01
2023-06-30;2;MasterCard;Débito;Premium;Puro;459821;286083;6922417;502475774.58;1063;476349.94
2023-06-30;2;VISA;Crédito;Outros;Puro;1788175;933140;8010154;1318978076.00;96050;91935312.09
2023-06-30;2;MasterCard;Pré-Pago;Premium;Puro;252494;116808;3096776;193724865.19;0;0.00
2023-06-30;2;MasterCard;Crédito;Corporativo;Puro;183396;93749;5027590;2419055215.20;301857;300577802.83
2023-06-30;2;MasterCard;Crédito;Básico Internacional;Puro;71650860;19550886;226761461;21405845268.60;570432;89550641.55
2023-06-30;2;Outras;Crédito;Básico Internacional;Puro;97834;81501;38129;14120840.05;5;1246.96
2023-06-30;2;American Express;Crédito;Platinum;Puro;5;5;15;505.11;0;0.00
2023-06-30;2;Elo;Crédito;Outros;Híbrido;27003;2683;6397;1550025.00;0;0.00
2023-06-30;2;MasterCard;Pré-Pago;Empresarial;Puro;2993156;760891;31255282;1994111530.53;12004;4034443.50
2023-06-30;2;MasterCard;Débito;Platinum;Puro;824139;473717;15604507;1144098367.63;4835;2445985.97
2023-06-30;2;VISA;Crédito;Intermediário;Puro;23097134;12740221;325639685;38354833997.34;1018796;232583200.09
2023-06-30;2;MasterCard;Crédito;Platinum;Híbrido;226165;143741;4449076;850044725.31;32819;11954608.84
2023-06-30;2;American Express;Crédito;Premium;Puro;557068;460497;16934077;4537596829.22;404603;406981531.68
2023-06-30;2;Hipercard;Crédito;Intermediário;Puro;402;17;96;11612.96;1;0.01
2023-06-30;2;VISA;Débito;Básico Internacional;Puro;78697438;21846955;589913261;38885001628.57;23938;4956276.28
2023-06-30;2;VISA;Débito;Básico Internacional;Híbrido;376412;36538;339870;15619864.95;0;0.00
2023-06-30;2;MasterCard;Crédito;Básico Nacional;Puro;7090404;2694579;42756029;4650423041.18;66951;1902631.04
2023-06-30;2;MasterCard;Crédito;Platinum;Puro;16628442;11948572;444358369;54878539433.08;3436729;843669155.96
2023-06-30;2;VISA;Débito;Básico Internacional;Co-branded;8137;2910;65069;5921683.73;0;0.00
2023-06-30;2;American Express;Crédito;Corporativo;Puro;67588;49420;1279487;1057030245.19;98484;143022128.21
2023-06-30;2;Bandeira própria;Crédito;Básico Nacional;Co-branded;5837706;1110955;3815049;462254709.16;0;0.00
2023-06-30;2;Elo;Débito;Básico Nacional;Puro;205105649;42855475;929543855;54045566551.22;0;0.00
2023-06-30;2;American Express;Crédito;Básico Nacional;Puro;41621;33638;760321;104122656.78;3434;1329878.79
2023-06-30;2;MasterCard;Crédito;Outros;Co-branded;1093531;14474;14947;440729.66;550;31944.91
2023-06-30;2;MasterCard;Crédito;Básico Internacional;Híbrido;17979363;6691219;77069902;8185200670.83;84214;12626190.17
2023-06-30;2;Hipercard;Crédito;Platinum;Puro;1243340;1164504;21704950;3748151347.60;1;0.01
2023-06-30;2;VISA;Crédito;Básico Internacional;Co-branded;11606299;4010092;30027129;3167773811.84;37947;5232725.91
2023-06-30;2;Elo;Crédito;Básico Internacional;Co-branded;870718;315604;1779405;173422465.32;986;216413.27
2023-06-30;2;VISA;Crédito;Intermediário;Híbrido;1186040;696991;17540442;2824598100.18;78335;21339115.68
2023-06-30;2;VISA;Crédito;Premium;Co-branded;199472;164140;12604019;3424962802.01;242923;143594508.59
2023-06-30;2;Elo;Débito;Básico Internacional;Puro;98280;81281;889020;46126577.67;0;0.00
2023-06-30;2;Elo;Débito;Empresarial;Puro;1113512;391947;8893914;1205386741.05;0;0.00
2023-06-30;2;MasterCard;Crédito;Intermediário;Co-branded;17624453;9513550;120855415;15010865923.89;219658;43395719.22
2023-06-30;2;Bandeira própria;Crédito;Outros;Puro;4614822;954097;6853940;789420180.69;0;0.00
2023-06-30;2;VISA;Crédito;Básico Nacional;Co-branded;6143701;428447;4198366;530791554.31;1039;103562.63
2023-06-30;2;VISA;Débito;Premium;Puro;769712;424322;13696449;1303434441.39;657;121076.68
2023-06-30;2;MasterCard;Débito;Empresarial;Puro;1724889;421966;13439304;892490648.42;20;6823.93
2023-06-30;2;VISA;Pré-Pago;Básico Nacional;Puro;14399570;3761927;62845574;3545993728.30;553;89153.12
2023-06-30;2;VISA;Pré-Pago;Corporativo;Puro;809572;105933;4049559;453078997.74;398557;117486777.07
2023-06-30;2;VISA;Débito;Empresarial;Puro;1447231;589905;19735442;2439049675.45;2763;649510.46
2023-06-30;2;Hipercard;Crédito;Empresarial;Puro;7;1;8;27571.45;1;0.01
2023-06-30;2;VISA;Crédito;Intermediário;Co-branded;5985998;5129631;74648454;7734629518.49;177223;31185698.39
2023-06-30;2;Elo;Crédito;Empresarial;Puro;555168;331634;7710980;2463715520.46;11634;7700637.83
2023-06-30;2;American Express;Crédito;Intermediário;Puro;359376;276781;8204234;1421788132.74;69103;37918602.45
2023-06-30;2;MasterCard;Pré-Pago;Corporativo;Puro;2324022;1224273;30309574;1487066282.47;89612;1739157.10
2023-06-30;2;Bandeira própria;Crédito;Básico Nacional;Híbrido;663972;309855;3158480;541257440.34;0;0.00
2023-06-30;2;Elo;Débito;Outros;Híbrido;105518;80819;361798;42260272.00;0;0.00
2023-06-30;2;Elo;Crédito;Intermediário;Co-branded;823;453;666;31294.80;0;0.00
2023-06-30;2;Elo;Crédito;Básico Internacional;Puro;3916385;2237387;52084805;9068173632.80;66122;32040047.17
2023-06-30;2;MasterCard;Crédito;Corporativo;Híbrido;2585046;512224;8577296;457221648.04;18217;2408983.68
2023-06-30;2;VISA;Crédito;Premium;Puro;6090039;4116479;234608892;43952410346.52;3712075;2057019806.50
2023-06-30;2;VISA;Crédito;Básico Internacional;Puro;26335453;11287181;231399420;23811747944.50;719589;134243851.33
2023-06-30;2;VISA;Crédito;Corporativo;Puro;598732;344567;6503240;2739727368.89;333860;318640935.26
2023-06-30;2;MasterCard;Débito;Outros;Puro;558009;243085;4413215;209200588.05;1097;321687.43
2023-06-30;2;VISA;Crédito;Empresarial;Híbrido;41079;12653;129105;171462958.98;150;83196.24
2023-06-30;2;MasterCard;Pré-Pago;Platinum;Puro;6535076;3171182;92374564;4286878809.75;0;0.00
2023-06-30;2;VISA;Pré-Pago;Empresarial;Puro;810636;286390;3220982;57465374.21;531;66427.25
2023-06-30;2;VISA;Crédito;Básico Nacional;Híbrido;7286393;3259810;28479451;3423380350.33;26;9079.28
2023-06-30;2;Elo;Crédito;Corporativo;Puro;22925;9621;94104;105979859.46;670;458862.53
2023-06-30;2;MasterCard;Pré-Pago;Outros;Puro;11188656;789409;9077662;433114247.12;63635;10555112.08
2023-06-30;2;Elo;Pré-Pago;Intermediário;Puro;13553667;212438;1136631;48856372.65;0;0.00
2023-06-30;2;American Express;Crédito;Platinum;Co-branded;16066;14109;277192;39045378.39;2770;512601.40
2023-06-30;2;Bandeira própria;Crédito;Outros;Co-branded;475651;71022;489053;109067053.08;0;0.00
2023-06-30;2;Elo;Crédito;Platinum;Puro;163571;85227;3130265;473406392.10;4826;1169363.35
2023-06-30;2;VISA;Crédito;Platinum;Híbrido;376556;210817;9838357;1851091741.82;91038;37351068.34
2023-06-30;2;MasterCard;Débito;Básico Internacional;Co-branded;5243811;3149172;12627166;509631076.27;187;22701.71
2023-06-30;2;Bandeira própria;Crédito;Intermediário;Puro;122724;32668;2272862;615555038.77;0;0.00
2023-06-30;2;MasterCard;Crédito;Premium;Híbrido;4131;3397;345444;104535742.15;8764;5843786.06
2023-06-30;2;Bandeira própria;Pré-Pago;Outros;Puro;721857;721857;513929;843007607.92;0;0.00
2023-06-30;2;Elo;Pré-Pago;Básico Internacional;Puro;39896546;4690925;16304022;761834908.81;2536;648668.55
2023-06-30;2;Elo;Crédito;Intermediário;Puro;8354297;2655616;46887874;5344847424.65;17616;2197108.56
2023-06-30;2;Elo;Crédito;Básico Nacional;Puro;3112384;1962787;70349577;7944930362.67;49735;19573024.65
2023-06-30;2;VISA;Débito;Outros;Puro;2320;310;16172;752489.60;0;0.00
2023-06-30;2;VISA;Débito;Platinum;Puro;2050798;1218747;46998887;4065711157.90;922;188115.47
2023-06-30;2;VISA;Crédito;Empresarial;Co-branded;625;530;7672;5642740.88;56;11730.52
2023-06-30;2;Elo;Crédito;Premium;Puro;207470;140660;7032403;1388621334.94;20448;10068719.58
2023-06-30;2;American Express;Crédito;Premium;Co-branded;27982;23922;523304;107972199.07;13422;10949582.16
2023-06-30;2;VISA;Crédito;Básico Nacional;Puro;11770068;7461574;197460544;18293339922.06;273491;45906974.99
2023-06-30;2;MasterCard;Pré-Pago;Básico Nacional;Puro;2272285;218323;1722139;85538455.81;15217;1486491.80
2023-06-30;2;MasterCard;Débito;Intermediário;Puro;64457787;39446031;834835741;45127395463.17;36564;7439622.28
2023-06-30;2;MasterCard;Crédito;Empresarial;Co-branded;320023;51062;216765;53365405.12;1709;743570.15
2023-06-30;2;Outras;Débito;Outros;Puro;3281400;1591669;40431369;3889762004.51;0;0.00
2023-06-30;2;American Express;Crédito;Empresarial;Puro;27197;19292;599789;403768607.59;28925;43431792.86
2023-06-30;2;Elo;Crédito;Básico Nacional;Co-branded;543407;353648;2487321;402831483.08;0;0.00
2023-06-30;2;MasterCard;Crédito;Básico Internacional;Co-branded;11744672;2498482;22761910;2577443023.50;37368;6833861.37
2023-06-30;2;MasterCard;Débito;Empresarial;Co-branded;9925;6398;1180531;82360541.36;17;21177.75
2023-06-30;2;VISA;Débito;Intermediário;Puro;11760649;6130344;165764109;9270150272.22;1593;285321.03
2023-06-30;2;VISA;Débito;Outros;Híbrido;7;5;11;135.28;0;0.00
2023-06-30;2;VISA;Crédito;Empresarial;Puro;3008680;1703526;43848125;12669505857.92;470590;396948331.28
2023-06-30;2;MasterCard;Crédito;Básico Nacional;Híbrido;10165400;2021183;35342442;4039149684.35;18054;3596083.65
2023-06-30;2;MasterCard;Crédito;Empresarial;Híbrido;40020;29031;441994;121248789.43;5599;2694547.60
2023-06-30;2;Outras;Débito;Básico Internacional;Puro;183169;141078;552443;42904572.01;0;0.00
2023-06-30;2;MasterCard;Débito;Básico Nacional;Puro;9474034;3352785;76682523;5459518006.73;44;13061.04
2023-06-30;2;MasterCard;Crédito;Premium;Puro;4836618;3596464;283974187;54502693825.57;5804703;3179984618.48
2023-06-30;2;MasterCard;Crédito;Intermediário;Híbrido;4654120;4286921;72363797;11490344295.07;42500;8161060.89
2023-06-30;2;VISA;Crédito;Premium;Híbrido;13332;10927;1504679;425723103.74;40592;28004318.47
2023-06-30;2;VISA;Pré-Pago;Básico Internacional;Puro;32232158;11664389;142465918;6355933334.71;1422014;257934437.89
2023-06-30;2;MasterCard;Pré-Pago;Básico Internacional;Puro;7101585;691199;3654525;209037200.60;3837;760467.01
2023-06-30;2;MasterCard;Débito;Corporativo;Puro;218;90;87851;8645588.56;7;4951.69
2023-06-30;2;MasterCard;Crédito;Intermediário;Puro;83599308;48333014;1148394945;100823845522.91;5438738;696538126.02
2023-09-30;3;VISA;Débito;Outros;Híbrido;39;15;107;2522.74;0;0.00
2023-09-30;3;MasterCard;Crédito;Premium;Co-branded;376178;284813;11434713;3041788791.73;338303;192476859.75
2023-09-30;3;MasterCard;Débito;Corporativo;Puro;252;126;82099;7631401.28;5;2404.47
2023-09-30;3;Elo;Crédito;Básico Internacional;Co-branded;862757;268953;1660495;156417040.53;376;43078.98
2023-09-30;3;MasterCard;Débito;Intermediário;Co-branded;17717178;17312958;148174110;4244627360.61;0;0.00
2023-09-30;3;MasterCard;Crédito;Platinum;Co-branded;1006434;724127;23113304;3820765871.80;255731;89213837.27
2023-09-30;3;VISA;Crédito;Intermediário;Puro;22129229;12777840;324496456;38058474178.81;1107835;239173462.89
2023-09-30;3;American Express;Crédito;Empresarial;Puro;27741;19039;609656;399183346.40;28837;42690132.56
2023-09-30;3;VISA;Crédito;Platinum;Co-branded;613657;567148;21991627;3329910310.73;232789;79560940.74
2023-09-30;3;Elo;Débito;Básico Nacional;Puro;208331119;42603955;944909333;54643451526.25;0;0.00
2023-09-30;3;VISA;Crédito;Platinum;Puro;8818225;6376654;277211773;41057513020.40;2335187;798915999.79
2023-09-30;3;MasterCard;Débito;Premium;Co-branded;95934;70023;184556;12931546.12;5;843.36
2023-09-30;3;Elo;Pré-Pago;Básico Nacional;Co-branded;5551;451;10133;797992.83;0;0.00
2023-09-30;3;VISA;Crédito;Básico Nacional;Híbrido;7182800;3142685;26454578;3179081106.30;40;11566.41
2023-09-30;3;VISA;Débito;Platinum;Puro;2051559;1210586;48621661;4179502601.63;1040;189376.45
2023-09-30;3;American Express;Crédito;Platinum;Puro;12;12;12;190.62;0;0.00
2023-09-30;3;VISA;Crédito;Empresarial;Híbrido;41100;11727;130120;170754917.13;178;57425.65
2023-09-30;3;VISA;Débito;Premium;Puro;806170;445611;14858960;1395629593.70;679;167956.13
2023-09-30;3;VISA;Crédito;Básico Internacional;Puro;29706245;12131180;231416115;23874076720.26;755002;132116795.05
2023-09-30;3;VISA;Pré-Pago;Corporativo;Puro;982415;101016;4044890;447884163.26;423824;118276407.13
2023-09-30;3;MasterCard;Crédito;Platinum;Híbrido;296427;166014;5022134;1011356376.95;42227;15400736.77
2023-09-30;3;Elo;Débito;Empresarial;Puro;989166;394867;9191895;1227528692.45;0;0.00
2023-09-30;3;MasterCard;Pré-Pago;Intermediário;Puro;52918514;29521748;1202025035;42201512941.43;1;0.01
2023-09-30;3;VISA;Crédito;Outros;Puro;1823434;990497;8849119;1656137840.93;128230;125560357.51
2023-09-30;3;Elo;Crédito;Premium;Puro;217198;201873;7456533;1461812698.99;19982;9800384.95
2023-09-30;3;VISA;Débito;Básico Internacional;Híbrido;407712;36733;354729;15972647.45;0;0.00
2023-09-30;3;MasterCard;Crédito;Platinum;Puro;17675563;12563150;471136660;57857157896.61;3644001;846583224.80
2023-09-30;3;VISA;Crédito;Platinum;Híbrido;428118;254398;10398281;2019593029.83;109368;38634243.29
2023-09-30;3;Elo;Crédito;Outros;Híbrido;29245;3058;9820;295317.00;0;0.00
2023-09-30;3;VISA;Crédito;Intermediário;Co-branded;6471279;5644598;82394790;8460597894.28;197707;33483119.47
2023-09-30;3;VISA;Crédito;Empresarial;Co-branded;578;494;6882;5519580.97;42;11237.90
2023-09-30;3;MasterCard;Crédito;Básico Internacional;Co-branded;7312228;1946932;20257198;2442066064.86;38665;7440372.90
2023-09-30;3;VISA;Crédito;Corporativo;Puro;606433;352352;6604444;2904882133.27;319253;294514667.33
2023-09-30;3;MasterCard;Pré-Pago;Básico Nacional;Puro;2066074;162856;829173;28985127.07;4607;268936.28
2023-09-30;3;MasterCard;Débito;Outros;Puro;493113;236989;4609593;219460923.89;1126;2353510.02
2023-09-30;3;MasterCard;Débito;Platinum;Puro;841146;474022;15649392;1137779332.11;4804;2465707.37
2023-09-30;3;Elo;Crédito;Empresarial;Puro;527330;352943;7777723;2723393122.17;14144;8682988.04
2023-09-30;3;MasterCard;Crédito;Premium;Puro;5337351;3951416;318464447;60416766252.45;6853914;3590671112.24
2023-09-30;3;VISA;Crédito;Premium;Co-branded;257972;216773;17485240;4564390669.94;328483;177071764.49
2023-09-30;3;VISA;Crédito;Premium;Híbrido;14716;9617;1533223;439141378.56;46774;26160324.01
2023-09-30;3;Elo;Débito;Outros;Híbrido;108670;82821;436696;48226629.00;0;0.00
2023-09-30;3;MasterCard;Crédito;Empresarial;Co-branded;141924;36426;30095;7411110.80;279;68416.93
2023-09-30;3;VISA;Débito;Intermediário;Puro;11852380;5954199;168820655;9369203972.43;2072;311260.64
2023-09-30;3;Bandeira própria;Crédito;Intermediário;Puro;129887;33430;2457558;662946345.33;0;0.00
2023-09-30;3;Elo;Pré-Pago;Básico Internacional;Puro;42069171;4555272;14117744;677009083.81;3237;657218.53
2023-09-30;3;VISA;Débito;Outros;Puro;2600;422;19431;875949.07;0;0.00
2023-09-30;3;Outras;Débito;Outros;Puro;3327250;1572425;39722647;3786709257.04;0;0.00
2023-09-30;3;Outras;Débito;Básico Internacional;Puro;176544;135710;539891;41084319.11;0;0.00
2023-09-30;3;MasterCard;Débito;Empresarial;Co-branded;385019;263494;23433;1707778.37;0;0.00
2023-09-30;3;Elo;Pré-Pago;Intermediário;Puro;14779538;180469;1161823;50824865.89;0;0.00
2023-09-30;3;Hipercard;Crédito;Platinum;Puro;1127183;1054576;19926077;3470890213.34;1;0.01
2023-09-30;3;MasterCard;Débito;Básico Nacional;Puro;447372;321668;10452144;795707757.71;24;10022.41
2023-09-30;3;American Express;Crédito;Premium;Co-branded;30792;26383;540878;115081390.62;10624;11356569.39
2023-09-30;3;MasterCard;Pré-Pago;Empresarial;Puro;3313753;815649;34186472;2047711162.95;9281;1609006.84
2023-09-30;3;MasterCard;Crédito;Básico Internacional;Puro;70244858;19495348;222396438;20977608867.42;586870;90044805.56
2023-09-30;3;American Express;Crédito;Básico Nacional;Puro;40031;31757;740417;101984066.44;3807;1296759.83
2023-09-30;3;MasterCard;Crédito;Intermediário;Puro;85895461;48905253;1196262793;103923648979.63;6003532;745431911.00
2023-09-30;3;Elo;Pré-Pago;Premium;Puro;5101;0;1201;79469.80;0;0.00
2023-09-30;3;Elo;Crédito;Básico Internacional;Puro;3563135;2262282;49719224;8667093742.94;60273;25874030.54
2023-09-30;3;VISA;Crédito;Intermediário;Híbrido;1184003;673407;17892088;2915148569.25;89986;23013455.18
2023-09-30;3;MasterCard;Pré-Pago;Platinum;Puro;7178040;3367377;101269374;4687041864.67;0;0.00
2023-09-30;3;American Express;Crédito;Intermediário;Puro;346312;263935;8129971;1403697265.67;70120;36829136.78
2023-09-30;3;MasterCard;Crédito;Outros;Puro;1315939;635473;21103504;1178656900.23;2644;886898.06
2023-09-30;3;MasterCard;Pré-Pago;Premium;Puro;285288;131900;4102258;262103218.22;0;0.00
2023-09-30;3;MasterCard;Débito;Básico Internacional;Puro;40889426;13273240;498514517;32917996533.50;58558;14892239.84
2023-09-30;3;MasterCard;Crédito;Corporativo;Híbrido;3142573;831068;16771346;892557805.69;30502;3693628.87
2023-09-30;3;MasterCard;Crédito;Básico Nacional;Híbrido;10291886;1998837;33970944;3931731674.66;16761;3282559.47
2023-09-30;3;VISA;Crédito;Empresarial;Puro;2896779;1725578;45277557;13131681780.07;483081;394902261.43
2023-09-30;3;Hipercard;Crédito;Empresarial;Puro;7;1;1;0.01;1;0.01
2023-09-30;3;Elo;Crédito;Platinum;Puro;170595;116852;3318766;507000497.68;4784;1096979.06
2023-09-30;3;MasterCard;Crédito;Básico Nacional;Puro;7603423;2659289;39387300;4245013053.99;62471;1932069.14
2023-09-30;3;VISA;Débito;Básico Nacional;Puro;14151530;8176529;221919940;14129351114.67;8688;801420.95
2023-09-30;3;MasterCard;Pré-Pago;Básico Internacional;Puro;6752550;671984;5021903;313546908.10;54373;2749926.29
2023-09-30;3;MasterCard;Crédito;Corporativo;Puro;258312;136559;5552726;2884855997.65;296343;312493870.51
2023-09-30;3;VISA;Débito;Básico Internacional;Puro;149358765;39165183;965794756;62143126585.33;27422;5488295.19
2023-09-30;3;Elo;Crédito;Outros;Puro;290773;249242;13742567;3008746829.44;37596;21020737.73
2023-09-30;3;VISA;Crédito;Básico Internacional;Co-branded;11876073;3863622;28831442;3034474942.99;39882;5383398.44
2023-09-30;3;MasterCard;Crédito;Básico Nacional;Co-branded;11891812;186727;3410938;427963619.07;410;245875.93
2023-09-30;3;Outras;Crédito;Básico Internacional;Puro;95245;79988;35132;15276999.29;0;0.00
2023-09-30;3;Elo;Débito;Básico Internacional;Puro;668149;563231;2310800;134447653.59;0;0.00
2023-09-30;3;VISA;Pré-Pago;Outros;Puro;22062100;4293575;74242985;3589991506.88;71276;9642719.12
2023-09-30;3;VISA;Crédito;Básico Nacional;Co-branded;6132639;401023;4162946;523329079.09;1195;115630.86
2023-09-30;3;VISA;Pré-Pago;Básico Nacional;Puro;14765913;3989302;64555148;3702636555.58;621;150514.13
2023-09-30;3;Bandeira própria;Crédito;Básico Nacional;Co-branded;6052559;1158212;4028318;490917734.67;0;0.00
2023-09-30;3;VISA;Crédito;Básico Internacional;Híbrido;8913152;4007522;55255832;7116315012.09;135030;26002073.64
2023-09-30;3;MasterCard;Crédito;Premium;Híbrido;5220;3279;372577;112410290.74;10638;5976022.68
2023-09-30;3;VISA;Crédito;Premium;Puro;6556838;4423256;245287442;45954662097.86;4302942;2224835855.17
2023-09-30;3;American Express;Crédito;Platinum;Co-branded;18415;16278;352267;47211100.08;2181;843688.91
2023-09-30;3;Bandeira própria;Pré-Pago;Outros;Puro;726487;726487;403417;659315208.24;0;0.00
2023-09-30;3;Bandeira própria;Débito;Outros;Puro;19146;12556;89406;6434857.25;0;0.00
2023-09-30;3;MasterCard;Débito;Platinum;Co-branded;201495;147205;304801;18643049.28;3;3262.69
2023-09-30;3;Bandeira própria;Crédito;Básico Nacional;Híbrido;663489;305119;3161427;546078306.16;0;0.00
2023-09-30;3;Elo;Pré-Pago;Básico Internacional;Co-branded;1498837;1169146;10535515;659934379.47;3;331.26
2023-09-30;3;Hipercard;Crédito;Intermediário;Puro;401;16;82;8175.05;1;0.01
2023-09-30;3;MasterCard;Débito;Básico Internacional;Co-branded;5238796;3144976;6065011;244422563.81;26;1872.50
2023-09-30;3;VISA;Pré-Pago;Empresarial;Puro;715020;263847;3329442;160464901.10;298;33377.57
2023-09-30;3;American Express;Crédito;Premium;Puro;547782;455930;16833715;4445227490.18;436693;447215286.69
2023-09-30;3;MasterCard;Pré-Pago;Corporativo;Puro;2791853;1285594;29860976;1497031643.86;81070;1214989.80
2023-09-30;3;VISA;Pré-Pago;Básico Internacional;Puro;33885134;12555217;155939317;6681208149.53;1530264;258903066.15
2023-09-30;3;Bandeira própria;Crédito;Outros;Co-branded;471103;63129;434506;97869641.19;0;0.00
2023-09-30;3;Elo;Crédito;Básico Nacional;Puro;3052109;1956836;68633829;7777506692.85;52240;20280133.73
2023-09-30;3;MasterCard;Débito;Premium;Puro;469492;290081;7137768;514236690.27;1256;504874.08
2023-09-30;3;VISA;Débito;Empresarial;Puro;1508436;589645;22579892;2673685213.76;3382;794479.61
2023-09-30;3;MasterCard;Crédito;Empresarial;Puro;6172020;2878744;49289981;14605175516.50;757225;463788588.51
2023-09-30;3;MasterCard;Crédito;Outros;Co-branded;1094404;14853;17102;663058.82;509;53048.83
2023-09-30;3;Elo;Crédito;Corporativo;Puro;22346;9267;96921;109810778.15;515;572583.86
2023-09-30;3;MasterCard;Débito;Intermediário;Puro;63920506;40189845;868582712;45980876771.40;41532;8760832.95
2023-09-30;3;Bandeira própria;Crédito;Outros;Puro;4773180;614443;8140962;755520460.39;0;0.00
2023-09-30;3;MasterCard;Crédito;Básico Internacional;Híbrido;18764749;8441488;81035067;8689862946.14;86695;11894732.86
2023-09-30;3;MasterCard;Crédito;Intermediário;Híbrido;4668292;4185939;72858727;11621043924.88;47765;9295942.75
2023-09-30;3;American Express;Crédito;Corporativo;Puro;65771;47465;1303530;1111759340.06;97189;131105351.53
2023-09-30;3;MasterCard;Crédito;Intermediário;Co-branded;30732605;13732108;124456909;15202197002.81;242858;46484657.63
2023-09-30;3;VISA;Débito;Básico Internacional;Co-branded;7732;2871;62263;5520044.60;0;0.00
2023-09-30;3;MasterCard;Débito;Básico Nacional;Co-branded;100;48;77;4327.77;0;0.00
2023-09-30;3;MasterCard;Débito;Empresarial;Puro;1805896;429050;14458713;939086282.19;13;4419.28
2023-09-30;3;MasterCard;Crédito;Corporativo;Co-branded;13;5;20;137.89;0;0.00
2023-09-30;3;MasterCard;Pré-Pago;Outros;Puro;11129771;723609;8524572;402582899.29;60043;10038703.96
2023-09-30;3;Elo;Crédito;Intermediário;Puro;8722186;3186719;49766935;5559292076.90;20826;3014010.40
